ASIN,Title,Manufacturer,Product_Dimensions_inches,Batteries,Date_First_Available,Item_Weight,Is_Discontinued_By_Manufacturer,Item_model_number,seller,Seller_rank,Seller_category
B085RLPPS4,True Wireless Stereo Earbuds IPX8 Waterproof Bluetooth 5.0 Headphones 24 Hrs Total Playback with Touch Control Support Single &Twin Mode,OKG-US,5 x 3.7 x 1.6 ,1 Lithium Polymer batteries required. (included),2020-02-19,1.024,,Bluetooth 5.0 Wireless Earbuds,OKG-US,140,Earbud
B00NG57H4S,"Sony MDRZX110NC Noise Cancelling Headphones, Black",Sony,7.4 x 5.8 x 2 ,1 AAA batteries required.,2017-07-28,0.848,No,MDRZX110NC,1 SHOP DIRECT,33,Over-EarHeadphones
B07GGCM89X,"Beexcellent Gaming Headset for PS4 Xbox One PC Mac Controller Gaming Headphone with Crystal Stereo Bass Surround Sound, LED Light & Noise-Isolation Microphone",Beexcellent,7.48 x 3.54 x 7.87 ,,2018-08-14,1.68,No,GM-1,Nooly_Gaming,130,VideoGames
B07DMDD776,"AfterShokz AS600BK Titanium Open Ear Wireless Bone Conduction Headphones Compatible with Bluetooth, Black",AfterShokz,5.31 x 2.6 x 6.54 ,1 CR2 batteries required. (included),2017-02-08,0.2032,No,AS600,AfterShokz,12,On-EarHeadphones
B083BT3VXZ,PALOVUE Lightning Headphones Earphones Earbuds Compatible iPhone 12 11 Pro Max iPhone X XS Max XR iPhone 8 Plus iPhone 7 Plus MFi Certified with Microphone Controller SweetFlow (Black),PALOVUE,3.43 x 3.43 x 0.71 ,,2019-12-31,0.06768,,SweetFlow PV1,innomart,72,Earbud
B00006JPRN,"Maxell 190319 Stereo Headphone, Black (Packaging May Vary)",Maxell,8.5 x 10 x 7 ,,2017-09-27,0.384,No,190319,,452,On-EarHeadphones
B08KTCT1PV,"Kids Bluetooth Headphones Light Up, Jelly Comb Wireless Headphones with Noise Cancelling Microphone, Foldable Stereo Bass Headset, Volume Control Headset for Boys Girls Teens School Travel",Jelly Comb,6.26 x 5.63 x 3.31 ,,2020-10-07,1.68,,,Meilihui US,82,On-EarHeadphones
B082KGX16H,"Mpow CHE1 Kids Headphones Boys, Wired Headphones for Kids Teens Children with Volume Limit 94dB, Foldable Adjustable On Ear Headphones for School, Travel, Compatible with Cellphones, Tablets, PC",Mpow,6.97 x 4.88 x 2.01 ,,2019-12-10,0.688,,BH385A,Topyo Pro,22,On-EarHeadphones
B08FG5TD26,Vislla Bluetooth Headphones Sports Wireless Earbuds TWS BT5.0 Stereo Deep Bass Waterproof Earphones Noise Canceling Headset with Battery Display Charging Case & Built-in Mic for Running/Workout/Gym,Vislla,1.89 x 1.22 x 1.77 ,1 Lithium ion batteries required. (included),2020-08-08,0.05648,,,Losei DIRECT,88,Earbud
B08B8XVWZR,"Jabra Evolve2 85 UC Wireless Headphones with Link380a & Charging Stand, Stereo, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Advanced Noise Cancelling Headphones",Jabra,8.9 x 7.5 x 3.7 ,1 Lithium ion batteries required. (included),2020-07-08,2,,28599-989-989,,779,On-EarHeadphones
B07YGZ7Q9N,"Sony Wireless Headphones WH-CH510: Wireless Bluetooth On-Ear Headset with Mic for phone-call, Blue",Sony,7.75 x 6.75 x 1.63 ,1 Lithium Metal batteries required. (included),2019-09-27,0.752,,WHCH510/L,,221,On-EarHeadphones
B07H2NQMLD,Kids Headphones-noot products K22 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/Smartphones/School/Kindle/Airplane/Plane/Tablet (Teal/Lime),noot products,4 x 5 x 2 ,,2018-09-03,0.976,No,k22,noot products,49,On-EarHeadphones
B08FRK33ZN,"Active Noise Cancelling Headphones-SuperEQ S2 Bluetooth On Ear Headphones with CVC 8.0 Mic, Deep Bass, 25H Playtime, 40mm Drivers, Memory Foam Ear Cups for Travel Online Class Office (Black)",SuperEQ,6.57 x 5.51 x 3.54 ,1 Lithium Metal batteries required. (included),2020-08-12,1.184,,S2,ITINLU,92,On-EarHeadphones
B081C5GG1R,"USB C to 3.5mm Headphone Adapter[2 Pack],NIMASO Headphone Jack Adapter Type C to 3.5mm Audio Cable Compatible with Samsung Galaxy S20 ,Pixel 4/3/2 XL,Huawei P40/P30 Pro/P20,Oneplus 7 and More",NIMASO,3.54 x 2.36 x 0.59 ,,2020-03-31,0.05648,,,DOOSELL-US,24,HeadphoneAdapters
B087Q74DHL,"PeohZarr Kids Headphones with Microphone, 85/94dB Safe Volume Limited On-Ear Headphones for Kids Girls Boys, Foldable 3.5mm Jack Stereo Wired Headphones for Cellphones/Tablet/Kindle/School/Travel",PeohZarr,3.1 x 5.5 x 2.7 ,,2020-04-27,0.784,No,WGYP-089,,90,On-EarHeadphones
B08Q797WDT,"Sleep Headphones Bluetooth Headband, Wireless Headband Headphones Headsets with Thin Speakers, Sleep Earbuds, Sleeping Headphones for Workout Running Yoga Sports Gift for Men Women",Rexvce,10.21 x 4.13 x 0.62 ,,2020-12-10,0.8,,,REXVCE Inc,50,On-EarHeadphones
B083WCNYJ4,"Wireless Earbuds Bluetooth Headphones,5.0 HD Stereo Sound Wireless Headset, IPX7 Waterproof Headphones Built-in Mic, Noise Canceling,Long Playtime, with Charging Case (Q62-earbud)",,3.78 x 3.7 x 2.64 ,,2020-01-14,1.072,,Q62earphone,cuizi,2388,Earbud
B07QNFGH61,"NANYI 1/4'' Male to 1/8'' Female Stereo Headphone Adapter Connect Cable, Upgrade 6.35mm Jack Stereo Socket Male to 3.5mm Jack Stereo Plug Female for Headphone, Amp Adapte, Black 1-Pack",NANYI,3.4 x 1.9 x 0.2 ,,2019-04-13,0.10144,,,Nanyi,5,HeadphoneAdapters
B07PX8TXTX,Beats Studio3 Wireless Over-Ear Headphones – The Beats Skyline Collection - Midnight Black (Renewed),Beats,6.3 x 4.72 x 8.94 ,1 Lithium ion batteries required.,2019-03-19,2.1,No,MTQW2LL/A-cr,Tech Exchangee,165,Over-EarHeadphones
B084SBWWQ5,Skullcandy Indy Evo True Wireless In-Ear Earbud - Chill Grey,Skullcandy,7.28 x 4.61 x 1.38 ,3 Lithium Polymer batteries required. (included),2020-05-20,0.2816,,S2IVW-N744,,277,Earbud
B088NKF1RK,"Kids Headphones Wireless Headphones for Kids Unicorn Headphones for Girls Bluetooth w/Microphone Adjustable Headband, Over On Ear Headset for School/Kindle/Tablet/PC Online Study (Pink, Wireless)",TCJJ,7.8 x 7.8 x 2.8 ,1 Lithium ion batteries required. (included),2020-05-15,1.792,,,GanYue,48,On-EarHeadphones
B07TPLZY74,"MUSICOZY Sleep Headphones Sleepphones Bluetooth Headband Wireless Sleeping Eye Mask, Noise Cancelling Headphone Sleep Earbuds Office Travel Gifts for Men Women Cool Tech Gadgets Unique Boys Girls",sleep headphones,24.8 x 4.35 x 0.4 ,3 Lithium Polymer batteries required. (included),2019-06-26,0.576,,FAAE-170213-01,XUANR,43,Over-EarHeadphones
B07J2Z5DBM,TOZO T10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,TOZO,1.04 x 0.99 x 0.66 ,1 Lithium ion batteries required. (included),2018-10-05,0.01136,No,4353513035,Ilike,4,Earbud
B07T6FNLQV,"Sleep Headphones,3D Sleep Mask Bluetooth 5.0 Wireless Music Eye Mask, LC-dolida Sleeping Headphones for Side Sleepers, with Ultra-Thin HD Stereo Speakers Perfect for Sleeping, Air Travel, Meditation",Dolida,9.7 x 6.8 x 0.7 ,1 Lithium Polymer batteries required.,2019-06-18,0.848,,sleep headphones,HEYE,9,Over-EarHeadphones
B07ZYTS86X,"Headphone Stand, Desktop Headset Holder - Lamicall Desk Earphone Stand, for All Headsets Such as HyperX Gaming Headphones, Beats/Sony/Sennheiser Music Headphones - Black",Lamicall,5.12 x 5.12 x 11.42 ,,2019-11-03,1.584,,,Lamicall Store,4,HeadphoneStands
B089SQHF5B,"Mpow CH6 Plus Kids Bluetooth Headphones with Microphone Over Ear for Teens up to 15 Hours Playtime, Bluetooth 5.0 Wireless Headsets with HD Stereo Sound, for School, Travel, Cellphones, Tablets, PC",Mpow,3.03 x 5.59 x 6.22 ,1 Lithium Polymer batteries required. (included),2020-06-07,0.992,,BH441A,Topyo Pro,51,Over-EarHeadphones
B08431V1JG,OEM ElloGear Earbuds Stereo Headphones for Samsung Galaxy S10 S10e Plus Cable - Designed by AKG - with Microphone and Volume Buttons (Black),ElloGear,3.43 x 1.46 x 0.91 ,,2020-01-21,0.10144,,EL10002,AH Market,113,Earbud
B08N5QT8YR,"Lamicall Headphone Stand, Headset Hanger - 360 Degree Rotation Earphone Hook Holder Mount, Table Headphone Stand with Cable Organizer, Gaming Headset Clamp for HyperX, Razer, Sony, Sennheiser - Black",Lamicall,3.11 x 2.91 x 3.5 ,,2020-11-28,0.512,No,,Lamicall Store,5,HeadphoneStands
B08CH3DWMS,"PeohZarr Headphones with Microphone, Over Ear Headphones with Sound Sharing Function, 3.5mm Tangle-Free Foldable & Portable Wired Headphones for Home Office Travel MP3 Kindle Phone Laptop",PeohZarr,6.89 x 5.59 x 2.48 ,,2020-07-06,2.096,No,HED-569,HalfOrange,88,On-EarHeadphones
B0823KH687,"LUDOS Clamor Wired Earbuds in Ear Headphones with Microphone, Earphones with Mic and Volume Control, Memory Foam, Reinforced Cable, Bass Compatible with iPhone, Apple, iPad, Computer, Laptop, PC",LUDOS,3.5 x 2.4 x 0.7 ,,2019-11-28,0.11264,,CLAMOR,Ludos Tech USA,754,Earbud
B0829H1W83,"V4 Headphones Earphones Earbuds Earphones, Noise Islating, High Definition, Stereo for Samsung, iPhone,iPad, iPod and Mp3 Players (Mixed)",Dongguanqichendianzikejiyouxiangongsi,6.2 x 3.1 x 0.7 ,,2019-12-03,0.3824,,,YNR.,1981,Earbud
B08BLTVRLT,"LETSCOM Active Noise Cancelling Headphones, Wireless Over-Ear Headphones, Bluetooth Headphones with Microphone, 35H Playtime, Deep Bass, Comfortable Protein Earpads for Travel Home Office-Black Red",LETSCOM,6.1 x 5.5 x 3.3 ,,2020-06-22,1.472,,H081,Eworld US,273,Over-EarHeadphones
B07Q9MJKBV,"Bose Noise Cancelling Wireless Bluetooth Headphones 700, with Alexa Voice Control, Black",BOSE,2 x 6.5 x 8 ,1 Lithium Polymer batteries required. (included),2019-05-29,1.408,No,794297-0100,,31,Over-EarHeadphones
B07R4B8LSS,FosPower Kids Headphones with LED Light Up Cat Ears 3.5mm On Ear Audio Headphones for Kids with Laced Tangle Free Cable (Max 85dB) - Hot Pink/Purple,FosPower,53 x 5.3 x 2.41 ,,2019-11-01,0.608,,FOSHP-2393,FosPower,57,On-EarHeadphones
B08Q7PF826,"WKING-7 Over Ear Earhook True Wireless Earbuds with Charging Case, in-Ear Headphones Waterproof Sport Bluetooth 5.0 Earphones/Volume Control, 10H Playtime, Noise canceling for Running Workout Gym",WKING-7,6.06 x 4.29 x 1.26 ,1 Lithium ion batteries required. (included),2020-12-10,0.552,,TWS-P1,shenyangyuqijingmimujuzhizaoyouxiangongsi,644,Over-EarHeadphones
B0888FN9N3,"PeohZarr Kids Headphones with Mic, 85dB/94dB Safe Volume Limited On-Ear Headphones for Kids Girls Boys, 3.5mm Jack Stereo Foldable Wired Headphones for Cellphones/Tablet/Kindle/School/Travel",PeohZarr,2.9 x 5.5 x 2.7 ,,2020-05-08,1.376,No,WGYP-09,HalfOrange,97,On-EarHeadphones
B0816QQCPD,"Unicorn Kids Headphones for Girls Children Teens, Wired Headphones with Adjustable Headband, 3.5mm Jack and Tangle-Free Cord, Over On Ear Headset w/Mic for School Birthday Xmas Unicorn Gift (Wired)",TCJJ,5.91 x 5.91 x 1.97 ,,2019-11-12,1.472,,,GanYue,49,Over-EarHeadphones
B084P23B6R,"Mpow Bluetooth Headset V5.0 with Dual Microphone, Wireless PC Headphones,CVC8.0 Noise Canceling, On Ear for Computer,Cell Phone, Call Center, Office, Skype, 22 H Talk Time,Soft Earpad (Wired Optional)",Mpow,7.36 x 6.1 x 2.13 ,1 Lithium ion batteries required.,2020-02-10,1.728,,MPBH359AB-US,MpowGlobal,7,On-EarHeadphones
B07HKVCVSY,"Audio-Technica ATHM50XBT Wireless Bluetooth Over-Ear Headphones, Black",audio-technica,8.66 x 4.33 x 9.84 ,1 LR44 batteries required. (included),2018-10-30,1.744,No,ATHM50XBT,,63,Over-EarHeadphones
B00B1N06PO,"Tascam TH-02 Closed Back Studio Headphones, Black",,7 x 3.5 x 8.5 ,,2013-01-15,1.2,No,TH02,,46,Over-EarHeadphones
B08P329YL4,"Hybrid Active Noise Cancelling Headphones-SuperEQ S1 Bluetooth 5.0 Over Ear Wireless Wired Headset with Ambient Mode, 45H Playtime, Hi-Fi Deep Bass, Memory Foam Earpads for Travel Home Office (Black)",SuperEQ,6.54 x 5.47 x 3.58 ,1 Lithium ion batteries required. (included),2020-08-12,1.08,,S1,ITINLU,486,Over-EarHeadphones
B07PGL8J8G,"Sony WHXB700 Wireless Extra Bass Bluetooth Headset/Headphones with mic for Phone Call and Alexa Voice Control, Black",Sony,8 x 2.8 x 8.6 ,1 Lithium Polymer batteries required. (included),2019-04-16,1.104,No,WHXB700/B,,148,On-EarHeadphones
B083WG15NH,"Charlxee Kids Headphones with Microphone Over-Ear/On-Ear for School/PC,HD Sound Unicorn Headphones for Children Boys Girls, Volume Limited Adjustable Headset(Pink)",charlxee,7.48 x 2.76 x 9.45 ,,2020-01-15,0.5648,No,UNI-01,Charlxee,213,On-EarHeadphones
B07ZRSPGLH,"Bluetooth Headphones Wireless,Tuinyo Over Ear Stereo Wireless Headset 35H Playtime with deep bass, Soft Memory-Protein Earmuffs, Built-in Mic Wired Mode PC/Cell Phones/TV- Rose Gold",TUINYO,9.45 x 6.22 x 4.02 ,1 Lithium ion batteries required. (included),2019-10-22,1.968,,TU-818,TUINYO,124,Over-EarHeadphones
B08LG67VW3,"Zamkol Kids Wireless Headphones, Bluetooth 5.0, 40 Hours Playing Time, Portable Foldable Stereo Wireless Headset with Microphone and Safe Volume Limited 85dB, for PC/Cell Phones/TV/iPad (Blue)",Zamkol,6.42 x 2.91 x 7.44 ,1 Lithium Polymer batteries required. (included),2020-10-20,0.896,,ZH100,Zamkol Store,255,Over-EarHeadphones
B08LKXBHX9,"Wireless Earbuds,True Bluetooth 5.0 Headphones with USB-C & Wireless Charging Case,VEATOOL Hi-Fi Stereo & Waterproof 30H Playtime Twins Bluetooth Earphones,Touch Control Headset with Microphone",VEATOOL,1.93 x 1.06 x 1.77 ,1 Lithium ion batteries required. (included),2020-10-21,0.0224,,,Dutimei,24,Earbud
B08JCHRJXR,"Bluetooth Headphones Over Ear, BLARO Hi-Fi Deep Bass Wireless＆Wired Headsets, 72 Hours Playtime, Soft Memory Protein Earmuffs, Foldable Headphones with CVC6.0 Mic-red",BLARO,40.2 x 78 x 61.2 ,,2020-07-28,2.176,No,W915,Blaro Direct,248,Over-EarHeadphones
B01L7PSJFO,"Bose SoundSport Wireless, Sweat Resistant, In-Ear Headphones, Black",Bose Corporation,0.98 x 1.2 x 1.2 ,1 Lithium Metal batteries required. (included),2016-06-05,0.128,No,761529-0010,,106,Earbud
B089GZ8JRV,"HOTCOK H37 Kids Headphones for Girls Boys Foldable Adjustable On Ear Headphones 3.5mm Jack Wired Cord for School,Home,Airplane,Car(Green/Purple)",HOTCOK,6.4 x 6 x 3.2 ,,2020-06-01,1.408,,H37,HOTCOKDirect,211,On-EarHeadphones
B088NHNW8B,"Classroom Headphones Bulk 5 Pack, Student On Ear Color Varieties, Comfy Swivel Earphones for Library, School, Airplane, Kids, for Online Learning and Travel, Noise Reducing, Stereo Sound 3.5mm Jack",Sonitum,8 x 6 x 6 ,,2020-05-14,1.51,,,Rely On Us,135,On-EarHeadphones
B074JHQ8M3,"Cyber Acoustics 3.5mm Stereo Headset with Headphones and Noise Cancelling Microphone for PCs, Tablets, and Cell Phones in The Office, Classroom or Home (AC-5002A)",Cyber Acoustics,6.5 x 3 x 7.5 ,,2017-08-03,0.896,No,AC-5002,Cyber Acoustics,7,ComputerHeadsets
B078HFXGWJ,Soundnetic CCV 10 Pack Classroom Stereo Budget Headphones with Leatherette Earpads Volume Control,Soundnetic,9.2 x 6.6 x 6.3 ,,2014-05-21,1,No,4330345203,"Encore Data Products, Inc.",220,On-EarHeadphones
B07ZPZR3BH,"Mpow CH6 Pro Kids Headphones Over Ear with Microphone and Volume Limited 94dB, Wired Headphones for Teens Girls Boys, HD Stereo Headset with Sharing Function, Foldable Headset for School PC Cellphone",Mpow,5.51 x 6.22 x 3.03 ,,2019-10-28,1.024,,BH420A,MpowGlobal,160,Over-EarHeadphones
B0854F11JB,"Earbuds Headphones with Microphone 5 Pack, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, Compatible with iPhone and Android Smartphones, iPod, iPad, MP3 Players, Fits Most 3.5mm Jack",Auxtun,7.87 x 3.93 x 0.59 ,,2020-02-25,0.512,,earbuds-1,1S46,29,Earbud
B07P7SXYRB,"POWMEE M2 Kids Headphones Wired Headphone for Kids,Foldable Adjustable Stereo Tangle-Free,3.5MM Jack Wire Cord On-Ear Headphone for Children/Teens/Girls/School/Kindle/Airplane/Plane/ (Blue)",POWMEE,6.9 x 2.6 x 5.9 ,,2019-02-26,1.328,,M2,Powmee Direct,96,On-EarHeadphones
B08P1H16XT,"Mpow CH8 Kids Headphones with Microphone 2 Pack, Wired On Ear Headphones for Kids with 91dB Volume Limit, Online Schooling Headsets with Sharing Splitter for Boys Girls Children School Travel",Mpow,7.36 x 5.91 x 4.09 ,,2020-11-23,0.784,,BH360A,MpowGlobal,368,On-EarHeadphones
B08H239S2X,"2Pack Lightning to 3.5mm Headphones Jack Adapter for iPhone,[Apple MFi Certified] 2 in 1 Charger + Aux Audio Splitter Dongle Adapter for iPhone 7/7Plus/8/8Plus/11/X/XR/XS Support All iOS System",DESOFICON,6.54 x 4.21 x 0.31 ,,2020-09-29,0.2304,,AX-ZY-200831-11,TXuan,,
B07Q34ZKLF,"Lavince Sleep Headphones Bluetooth Sports Headband, Wireless Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Workout,Jogging,Yoga,Insomnia,Side Sleepers,Air Travel,Meditation",Lavince,9.84 x 0.47 x 3.94 ,2 Lithium ion batteries required. (included),2019-03-27,0.4336,,Sleep Headphones,BSYI SHOP,18,Over-EarHeadphones
B08HGGQ6VJ,"Sleep Headphones Bluetooth Sleeping Headband - V 5.0 Sleeping Headphones Music Headband, Ultra-Soft Headphone Headband for Side Sleepers, Sleeping Gifts for Men Women Christmas Stocking Stuffers",HANPURE,10 x 4 x 0.47 ,1 Lithium ion batteries required. (included),2020-09-04,0.512,,,HanPure Inc,65,On-EarHeadphones
B07FFLMR5Q,"Kids Headphones with Pouch, Vogek Wired On-Ear Child Headset with Mic, HD Sound Sharing Function and 85dB Volume Limited Hearing Protection for Phone Tablet PC Kindle (Blue)",VOGEK,1.18 x 6.14 x 7.72 ,,2018-08-22,1.12,No,7545865425,Sopownic US,95,On-EarHeadphones
B08NWSWPXL,"Earbuds/Earphones/Headphones, (2 Pack) Stereo Microphone and Remote Control Noise Isolation in-Ear Headphones, Compatible with Apple iPhone/iPod/iPad/Samsung/Huawei/MP3/MP4/MP5-1120F08",Kruidvat,5.91 x 1.57 x 0.39 ,,2020-11-20,0.3328,,,ShinyTooth,1253,Earbud
B07MCND66X,AILIHEN I35 Kid Headphones with Microphone Volume Limited 85dB Children Girls Boys Teen Lightweight Foldable Wired Headset for School Online Course Chromebook Cellphones Tablets (Pink Purple),AILIHEN,7.1 x 6.6 x 3.1 ,,2019-02-21,0.944,No,,AILIHEN,374,Over-EarHeadphones
B08P5S3YDF,VEATOOL Wireless Earbuds Bluetooth Headphones 48hrs Playtime Sport Earphones with LED Display TWS Stereo Deep Bass Ear Buds with Earhooks Waterproof in-Ear Built-in Mic Headset for Running Workout,VEATOOL,3.3 x 1.6 x 5.1 ,1 Lithium ion batteries required. (included),2020-09-27,0.4512,,,Dutimei,28,Earbud
B07QJ1JZK6,"Sleep Headphones, Bluetooth 5.0 Wireless 3D Eye Mask, WATOTGAFER Sleeping Headphones for Side Sleepers, Washable Travel Music Play Adjustable Speakers Microphone Handsfree Long Play Time",LIGHTIMETUNNEL,24.8 x 4.33 x 0.39 ,1 Lithium Polymer batteries required. (included),2019-04-08,0.5632,,,Lintecny,11,Over-EarHeadphones
B08B181QJ5,"Wireless Foldable Headphones, Bluetooth Over-Ear Stereo Earbuds Wired Headsets with Built-in Microphone with 3.5mm Jack Fits iPhone/Samsung/LG/iPad/PC/TV with Carrying Case by Viceting (Black RED)",Viceting,0.8 x 0.4 x 0.4 ,,2020-05-31,2.81,,,Hhiyo,308,Over-EarHeadphones
B08DQHBSCB,LilGadgets Connect+ Pro Kids Premium Volume Limited Wired Headphones with Shareport (Children) - Tie Dye Pattern!,LilGadgets,7.5 x 7.5 x 3.5 ,,2020-07-27,2.59,,,LilGadgets,415,Over-EarHeadphones
B08KXQDXJR,"Wireless Earbuds, Upgraded Boltune Bluetooth V5.2 in-Ear Stereo Wireless Headphones USB-C Quick Charge Bluetooth Earbuds IPX8 40Hours Play Time-Pink",Boltune,4.76 x 3.74 x 1.54 ,,2020-10-09,0.0288,,wireless earbuds,TaoTronics  Tech,381,Earbud
B08GCF8BK4,"Bluetooth Headphones Over Ear, PowerLocus Bluetooth Headphone Rose Gold, Wireless Headphones Foldable, Hi-Fi Stereo, Soft Memory Foam Earmuffs, Built-in Mic & Wired Mode for iPhone,Android,PC,Laptops",PowerLocus,8.94 x 6.65 x 3.5 ,1 C batteries required.,2019-07-24,0.992,No,,Sampell,506,Over-EarHeadphones
B07MH24J4B,"Karvipark H-10 Gaming Headset for Xbox One/PS4/PS5/PC/Nintendo Switch|Noise Cancelling,Bass Surround Sound,Over Ear,3.5mm Stereo Wired Headphones with Mic for Clear Chat",Karvipark,8.19 x 7.17 x 3.46 ,,2018-12-27,2.032,No,H-10,shenzhenshihongliboguojimaoyiyouxiangongsi,1257,VideoGames
B08FMCNHM9,"Kids Headphones, Gorsun Lightweight Stereo Foldable Wired Headsets for Kids Adults Adjustable Headband Headset for Smartphones Computer Pad Mp3/4 Earphones",gorsun,2.32 x 1.24 x 2.17 ,,2016-06-07,1.408,No,GS778PK,VOSSCOSS,164,On-EarHeadphones
B07NF1FRNH,Focal Stellia Closed-Back Circum-Aural Over-Ear Headphones (Cognac),Focal,13.7 x 10.5 x 12.9 ,,2019-02-08,5.95,No,FSTELLIA,Zorro Sounds,1453,Over-EarHeadphones
B087P9DWH6,"Active Noise Cancelling Headphones, Wireless Headphones Bluetooth Headphones with Mic, BesDio Over Ear Headphones with Quick Charge, Bluetooth 5.0 Deep Bass, 30H Playtime for Online Class Home Work PC",BesDio,7.68 x 6.42 x 3.15 ,1 Lithium ion batteries required. (included),2020-04-26,0.304,,BE-EH008,BesDio,154,Over-EarHeadphones
B088NX4HP8,"AUKEY True Wireless Earbuds, Bluetooth 5 Headphones in Ear with Charging Case, Hands-Free Headset with Noise Cancellation Mic, Touch Control, 35 Hours Playback for iPhone and Android",AUKEY,4.25 x 3.19 x 1.65 ,1 Lithium Polymer batteries required. (included),2020-05-15,0.6144,,AUKEY-EP-T21,AUKEY Innovate US,138,Earbud
B07L3SXCL9,Jeecoo Xiberia Stereo Gaming Headset for PS4 PS5 Xbox One S- Over Ear Headphones with Noice Cancelling Microphone - LED Light Soft Earmuffs for PC Laptops Mobiles,Jeecoo Digital Technology,7.5 x 3.6 x 7.1 ,,2018-12-04,1.536,Yes,V20-BK,Mosla US,291,VideoGames
B08P15YWG1,"Mpow HC5 Pro Bluetooth 5.0 Headset with Charge Base, Wireless PC Headphones with USB Adapter, Dual CVC 8.0 Noise-Cancelling Microphone Headset for Cellphone, Office, Call Center, Skype, Zoom",Mpow,7.68 x 4.76 x 8.5 ,1 Lithium Polymer batteries required. (included),2020-11-23,1.62,,BH483,MpowGlobal,73,On-EarHeadphones
